file_id,uuid,filename,dataset,speaker_id,sentence_id,emotion_raw,emotion_label,intensity,gender_x,age_x,orig_sample_rate,orig_duration_s,proc_sample_rate,proc_duration_s,silence_trimmed_s,split,split_strategy,gender_y,age_y
1001_MTI_ANG_XX,crema_d_1001_MTI_ANG_XX,1001_MTI_ANG_XX.wav,crema_d,1001,MTI,ANG,anger,unspecified,,,16000.0,3.003,16000.0,3.0,1.147,,,male,51
1001_MTI_DIS_XX,crema_d_1001_MTI_DIS_XX,1001_MTI_DIS_XX.wav,crema_d,1001,MTI,DIS,disgust,unspecified,,,,,,,,,,male,51
1001_MTI_FEA_XX,crema_d_1001_MTI_FEA_XX,1001_MTI_FEA_XX.wav,crema_d,1001,MTI,FEA,fear,unspecified,,,,,,,,,,male,51
1001_MTI_HAP_XX,crema_d_1001_MTI_HAP_XX,1001_MTI_HAP_XX.wav,crema_d,1001,MTI,HAP,happy,unspecified,,,16000.0,2.369,16000.0,3.0,1.025,,,male,51
1001_MTI_NEU_XX,crema_d_1001_MTI_NEU_XX,1001_MTI_NEU_XX.wav,crema_d,1001,MTI,NEU,neutral,unspecified,,,16000.0,2.3023125,16000.0,3.0,0.8943125,,,male,51
1001_MTI_SAD_XX,crema_d_1001_MTI_SAD_XX,1001_MTI_SAD_XX.wav,crema_d,1001,MTI,SAD,sad,unspecified,,,,,,,,,,male,51
1001_TAI_ANG_XX,crema_d_1001_TAI_ANG_XX,1001_TAI_ANG_XX.wav,crema_d,1001,TAI,ANG,anger,unspecified,,,16000.0,2.3356875,16000.0,3.0,0.8956875,,,male,51
1001_TAI_DIS_XX,crema_d_1001_TAI_DIS_XX,1001_TAI_DIS_XX.wav,crema_d,1001,TAI,DIS,disgust,unspecified,,,,,,,,,,male,51
1001_TAI_FEA_XX,crema_d_1001_TAI_FEA_XX,1001_TAI_FEA_XX.wav,crema_d,1001,TAI,FEA,fear,unspecified,,,,,,,,,,male,51
1001_TAI_HAP_XX,crema_d_1001_TAI_HAP_XX,1001_TAI_HAP_XX.wav,crema_d,1001,TAI,HAP,happy,unspecified,,,16000.0,2.5025,16000.0,3.0,1.3185,,,male,51
1001_TAI_NEU_XX,crema_d_1001_TAI_NEU_XX,1001_TAI_NEU_XX.wav,crema_d,1001,TAI,NEU,neutral,unspecified,,,16000.0,2.56925,16000.0,3.0,1.00125,,,male,51
1001_TAI_SAD_XX,crema_d_1001_TAI_SAD_XX,1001_TAI_SAD_XX.wav,crema_d,1001,TAI,SAD,sad,unspecified,,,,,,,,,,male,51
1001_TIE_ANG_XX,crema_d_1001_TIE_ANG_XX,1001_TIE_ANG_XX.wav,crema_d,1001,TIE,ANG,anger,unspecified,,,16000.0,3.103125,16000.0,3.0,1.055125,,,male,51
1001_TIE_DIS_XX,crema_d_1001_TIE_DIS_XX,1001_TIE_DIS_XX.wav,crema_d,1001,TIE,DIS,disgust,unspecified,,,,,,,,,,male,51
1001_TIE_FEA_XX,crema_d_1001_TIE_FEA_XX,1001_TIE_FEA_XX.wav,crema_d,1001,TIE,FEA,fear,unspecified,,,,,,,,,,male,51
1001_TIE_HAP_XX,crema_d_1001_TIE_HAP_XX,1001_TIE_HAP_XX.wav,crema_d,1001,TIE,HAP,happy,unspecified,,,16000.0,2.3023125,16000.0,3.0,1.0543125,,,male,51
1001_TIE_NEU_XX,crema_d_1001_TIE_NEU_XX,1001_TIE_NEU_XX.wav,crema_d,1001,TIE,NEU,neutral,unspecified,,,16000.0,2.535875,16000.0,3.0,1.159875,,,male,51
1001_TIE_SAD_XX,crema_d_1001_TIE_SAD_XX,1001_TIE_SAD_XX.wav,crema_d,1001,TIE,SAD,sad,unspecified,,,,,,,,,,male,51
1001_TSI_ANG_XX,crema_d_1001_TSI_ANG_XX,1001_TSI_ANG_XX.wav,crema_d,1001,TSI,ANG,anger,unspecified,,,16000.0,2.5025,16000.0,3.0,1.1265,,,male,51
1001_TSI_DIS_XX,crema_d_1001_TSI_DIS_XX,1001_TSI_DIS_XX.wav,crema_d,1001,TSI,DIS,disgust,unspecified,,,,,,,,,,male,51
1001_TSI_FEA_XX,crema_d_1001_TSI_FEA_XX,1001_TSI_FEA_XX.wav,crema_d,1001,TSI,FEA,fear,unspecified,,,,,,,,,,male,51
1001_TSI_HAP_XX,crema_d_1001_TSI_HAP_XX,1001_TSI_HAP_XX.wav,crema_d,1001,TSI,HAP,happy,unspecified,,,16000.0,2.1688125,16000.0,3.0,1.2728125,,,male,51
1001_TSI_NEU_XX,crema_d_1001_TSI_NEU_XX,1001_TSI_NEU_XX.wav,crema_d,1001,TSI,NEU,neutral,unspecified,,,16000.0,2.43575,16000.0,3.0,1.37975,,,male,51
1001_TSI_SAD_XX,crema_d_1001_TSI_SAD_XX,1001_TSI_SAD_XX.wav,crema_d,1001,TSI,SAD,sad,unspecified,,,,,,,,,,male,51
1001_WSI_ANG_XX,crema_d_1001_WSI_ANG_XX,1001_WSI_ANG_XX.wav,crema_d,1001,WSI,ANG,anger,unspecified,,,16000.0,2.7360625,16000.0,3.0,0.8160625,,,male,51
1001_WSI_DIS_XX,crema_d_1001_WSI_DIS_XX,1001_WSI_DIS_XX.wav,crema_d,1001,WSI,DIS,disgust,unspecified,,,,,,,,,,male,51
1001_WSI_FEA_XX,crema_d_1001_WSI_FEA_XX,1001_WSI_FEA_XX.wav,crema_d,1001,WSI,FEA,fear,unspecified,,,,,,,,,,male,51
1001_WSI_HAP_XX,crema_d_1001_WSI_HAP_XX,1001_WSI_HAP_XX.wav,crema_d,1001,WSI,HAP,happy,unspecified,,,16000.0,2.2755625,16000.0,3.0,1.1235625,,,male,51
1001_WSI_NEU_XX,crema_d_1001_WSI_NEU_XX,1001_WSI_NEU_XX.wav,crema_d,1001,WSI,NEU,neutral,unspecified,,,16000.0,2.7360625,16000.0,3.0,1.2320625,,,male,51
1001_WSI_SAD_XX,crema_d_1001_WSI_SAD_XX,1001_WSI_SAD_XX.wav,crema_d,1001,WSI,SAD,sad,unspecified,,,,,,,,,,male,51
1002_DFA_ANG_XX,crema_d_1002_DFA_ANG_XX,1002_DFA_ANG_XX.wav,crema_d,1002,DFA,ANG,anger,unspecified,,,16000.0,2.56925,16000.0,3.0,1.38525,,,female,21
1002_DFA_DIS_XX,crema_d_1002_DFA_DIS_XX,1002_DFA_DIS_XX.wav,crema_d,1002,DFA,DIS,disgust,unspecified,,,,,,,,,,female,21
1002_DFA_FEA_XX,crema_d_1002_DFA_FEA_XX,1002_DFA_FEA_XX.wav,crema_d,1002,DFA,FEA,fear,unspecified,,,,,,,,,,female,21
1002_DFA_HAP_XX,crema_d_1002_DFA_HAP_XX,1002_DFA_HAP_XX.wav,crema_d,1002,DFA,HAP,happy,unspecified,,,16000.0,2.2021875,16000.0,3.0,1.3061875,,,female,21
1002_DFA_NEU_XX,crema_d_1002_DFA_NEU_XX,1002_DFA_NEU_XX.wav,crema_d,1002,DFA,NEU,neutral,unspecified,,,16000.0,2.5025,16000.0,3.0,0.0065,,,female,21
1002_DFA_SAD_XX,crema_d_1002_DFA_SAD_XX,1002_DFA_SAD_XX.wav,crema_d,1002,DFA,SAD,sad,unspecified,,,,,,,,,,female,21
1002_IEO_ANG_HI,crema_d_1002_IEO_ANG_HI,1002_IEO_ANG_HI.wav,crema_d,1002,IEO,ANG,anger,high,,,16000.0,2.7360625,16000.0,3.0,1.8080625,,,female,21
1002_IEO_ANG_LO,crema_d_1002_IEO_ANG_LO,1002_IEO_ANG_LO.wav,crema_d,1002,IEO,ANG,anger,low,,,16000.0,2.402375,16000.0,3.0,1.538375,,,female,21
1002_IEO_ANG_MD,crema_d_1002_IEO_ANG_MD,1002_IEO_ANG_MD.wav,crema_d,1002,IEO,ANG,anger,medium,,,16000.0,2.7694375,16000.0,3.0,1.7134375,,,female,21
1002_IEO_DIS_HI,crema_d_1002_IEO_DIS_HI,1002_IEO_DIS_HI.wav,crema_d,1002,IEO,DIS,disgust,high,,,,,,,,,,female,21
1002_IEO_DIS_LO,crema_d_1002_IEO_DIS_LO,1002_IEO_DIS_LO.wav,crema_d,1002,IEO,DIS,disgust,low,,,,,,,,,,female,21
1002_IEO_DIS_MD,crema_d_1002_IEO_DIS_MD,1002_IEO_DIS_MD.wav,crema_d,1002,IEO,DIS,disgust,medium,,,,,,,,,,female,21
1002_IEO_FEA_HI,crema_d_1002_IEO_FEA_HI,1002_IEO_FEA_HI.wav,crema_d,1002,IEO,FEA,fear,high,,,,,,,,,,female,21
1002_IEO_FEA_LO,crema_d_1002_IEO_FEA_LO,1002_IEO_FEA_LO.wav,crema_d,1002,IEO,FEA,fear,low,,,,,,,,,,female,21
1002_IEO_FEA_MD,crema_d_1002_IEO_FEA_MD,1002_IEO_FEA_MD.wav,crema_d,1002,IEO,FEA,fear,medium,,,,,,,,,,female,21
1002_IEO_HAP_HI,crema_d_1002_IEO_HAP_HI,1002_IEO_HAP_HI.wav,crema_d,1002,IEO,HAP,happy,high,,,16000.0,2.5025,16000.0,3.0,1.4145,,,female,21
1002_IEO_HAP_LO,crema_d_1002_IEO_HAP_LO,1002_IEO_HAP_LO.wav,crema_d,1002,IEO,HAP,happy,low,,,16000.0,2.8361875,16000.0,3.0,0.5641875,,,female,21
1002_IEO_HAP_MD,crema_d_1002_IEO_HAP_MD,1002_IEO_HAP_MD.wav,crema_d,1002,IEO,HAP,happy,medium,,,16000.0,2.2689375,16000.0,3.0,1.2129375,,,female,21
1002_IEO_NEU_XX,crema_d_1002_IEO_NEU_XX,1002_IEO_NEU_XX.wav,crema_d,1002,IEO,NEU,neutral,unspecified,,,16000.0,2.56925,16000.0,3.0,0.00925,,,female,21
1002_IEO_SAD_HI,crema_d_1002_IEO_SAD_HI,1002_IEO_SAD_HI.wav,crema_d,1002,IEO,SAD,sad,high,,,,,,,,,,female,21
1002_IEO_SAD_LO,crema_d_1002_IEO_SAD_LO,1002_IEO_SAD_LO.wav,crema_d,1002,IEO,SAD,sad,low,,,,,,,,,,female,21
1002_IEO_SAD_MD,crema_d_1002_IEO_SAD_MD,1002_IEO_SAD_MD.wav,crema_d,1002,IEO,SAD,sad,medium,,,,,,,,,,female,21
1002_IOM_ANG_XX,crema_d_1002_IOM_ANG_XX,1002_IOM_ANG_XX.wav,crema_d,1002,IOM,ANG,anger,unspecified,,,16000.0,2.8361875,16000.0,3.0,1.4921875,,,female,21
1002_IOM_DIS_XX,crema_d_1002_IOM_DIS_XX,1002_IOM_DIS_XX.wav,crema_d,1002,IOM,DIS,disgust,unspecified,,,,,,,,,,female,21
1002_IOM_FEA_XX,crema_d_1002_IOM_FEA_XX,1002_IOM_FEA_XX.wav,crema_d,1002,IOM,FEA,fear,unspecified,,,,,,,,,,female,21
1002_IOM_HAP_XX,crema_d_1002_IOM_HAP_XX,1002_IOM_HAP_XX.wav,crema_d,1002,IOM,HAP,happy,unspecified,,,16000.0,2.3356875,16000.0,3.0,1.3116875,,,female,21
1002_IOM_NEU_XX,crema_d_1002_IOM_NEU_XX,1002_IOM_NEU_XX.wav,crema_d,1002,IOM,NEU,neutral,unspecified,,,16000.0,2.3356875,16000.0,3.0,0.0636875,,,female,21
1002_IOM_SAD_XX,crema_d_1002_IOM_SAD_XX,1002_IOM_SAD_XX.wav,crema_d,1002,IOM,SAD,sad,unspecified,,,,,,,,,,female,21
1002_ITH_ANG_XX,crema_d_1002_ITH_ANG_XX,1002_ITH_ANG_XX.wav,crema_d,1002,ITH,ANG,anger,unspecified,,,16000.0,2.93625,16000.0,3.0,1.56025,,,female,21
1002_ITH_DIS_XX,crema_d_1002_ITH_DIS_XX,1002_ITH_DIS_XX.wav,crema_d,1002,ITH,DIS,disgust,unspecified,,,,,,,,,,female,21
1002_ITH_FEA_XX,crema_d_1002_ITH_FEA_XX,1002_ITH_FEA_XX.wav,crema_d,1002,ITH,FEA,fear,unspecified,,,,,,,,,,female,21
1002_ITH_HAP_XX,crema_d_1002_ITH_HAP_XX,1002_ITH_HAP_XX.wav,crema_d,1002,ITH,HAP,happy,unspecified,,,16000.0,2.7694375,16000.0,3.0,1.3934375,,,female,21
1002_ITH_NEU_XX,crema_d_1002_ITH_NEU_XX,1002_ITH_NEU_XX.wav,crema_d,1002,ITH,NEU,neutral,unspecified,,,16000.0,2.5025,16000.0,3.0,0.0065,,,female,21
1002_ITH_SAD_XX,crema_d_1002_ITH_SAD_XX,1002_ITH_SAD_XX.wav,crema_d,1002,ITH,SAD,sad,unspecified,,,,,,,,,,female,21
1002_ITS_ANG_XX,crema_d_1002_ITS_ANG_XX,1002_ITS_ANG_XX.wav,crema_d,1002,ITS,ANG,anger,unspecified,,,16000.0,2.7026875,16000.0,3.0,0.8466875,,,female,21
1002_ITS_DIS_XX,crema_d_1002_ITS_DIS_XX,1002_ITS_DIS_XX.wav,crema_d,1002,ITS,DIS,disgust,unspecified,,,,,,,,,,female,21
1002_ITS_FEA_XX,crema_d_1002_ITS_FEA_XX,1002_ITS_FEA_XX.wav,crema_d,1002,ITS,FEA,fear,unspecified,,,,,,,,,,female,21
1002_ITS_HAP_XX,crema_d_1002_ITS_HAP_XX,1002_ITS_HAP_XX.wav,crema_d,1002,ITS,HAP,happy,unspecified,,,16000.0,2.43575,16000.0,3.0,1.02775,,,female,21
1002_ITS_NEU_XX,crema_d_1002_ITS_NEU_XX,1002_ITS_NEU_XX.wav,crema_d,1002,ITS,NEU,neutral,unspecified,,,16000.0,2.3356875,16000.0,3.0,0.0636875,,,female,21
1002_ITS_SAD_XX,crema_d_1002_ITS_SAD_XX,1002_ITS_SAD_XX.wav,crema_d,1002,ITS,SAD,sad,unspecified,,,,,,,,,,female,21
1002_IWL_ANG_XX,crema_d_1002_IWL_ANG_XX,1002_IWL_ANG_XX.wav,crema_d,1002,IWL,ANG,anger,unspecified,,,16000.0,2.602625,16000.0,3.0,1.130625,,,female,21
1002_IWL_DIS_XX,crema_d_1002_IWL_DIS_XX,1002_IWL_DIS_XX.wav,crema_d,1002,IWL,DIS,disgust,unspecified,,,,,,,,,,female,21
1002_IWL_FEA_XX,crema_d_1002_IWL_FEA_XX,1002_IWL_FEA_XX.wav,crema_d,1002,IWL,FEA,fear,unspecified,,,,,,,,,,female,21
1002_IWL_HAP_XX,crema_d_1002_IWL_HAP_XX,1002_IWL_HAP_XX.wav,crema_d,1002,IWL,HAP,happy,unspecified,,,16000.0,2.8695,16000.0,3.0,0.8855,,,female,21
1002_IWL_NEU_XX,crema_d_1002_IWL_NEU_XX,1002_IWL_NEU_XX.wav,crema_d,1002,IWL,NEU,neutral,unspecified,,,16000.0,2.6359375,16000.0,3.0,0.032,,,female,21
1002_IWL_SAD_XX,crema_d_1002_IWL_SAD_XX,1002_IWL_SAD_XX.wav,crema_d,1002,IWL,SAD,sad,unspecified,,,,,,,,,,female,21
1002_IWW_ANG_XX,crema_d_1002_IWW_ANG_XX,1002_IWW_ANG_XX.wav,crema_d,1002,IWW,ANG,anger,unspecified,,,16000.0,2.402375,16000.0,3.0,1.314375,,,female,21
1002_IWW_DIS_XX,crema_d_1002_IWW_DIS_XX,1002_IWW_DIS_XX.wav,crema_d,1002,IWW,DIS,disgust,unspecified,,,,,,,,,,female,21
1002_IWW_FEA_XX,crema_d_1002_IWW_FEA_XX,1002_IWW_FEA_XX.wav,crema_d,1002,IWW,FEA,fear,unspecified,,,,,,,,,,female,21
1002_IWW_HAP_XX,crema_d_1002_IWW_HAP_XX,1002_IWW_HAP_XX.wav,crema_d,1002,IWW,HAP,happy,unspecified,,,16000.0,2.469125,16000.0,3.0,1.061125,,,female,21
1002_IWW_NEU_XX,crema_d_1002_IWW_NEU_XX,1002_IWW_NEU_XX.wav,crema_d,1002,IWW,NEU,neutral,unspecified,,,16000.0,2.5025,16000.0,3.0,0.0385,,,female,21
1002_IWW_SAD_XX,crema_d_1002_IWW_SAD_XX,1002_IWW_SAD_XX.wav,crema_d,1002,IWW,SAD,sad,unspecified,,,,,,,,,,female,21
1002_MTI_ANG_XX,crema_d_1002_MTI_ANG_XX,1002_MTI_ANG_XX.wav,crema_d,1002,MTI,ANG,anger,unspecified,,,16000.0,2.7360625,16000.0,3.0,1.2320625,,,female,21
1002_MTI_DIS_XX,crema_d_1002_MTI_DIS_XX,1002_MTI_DIS_XX.wav,crema_d,1002,MTI,DIS,disgust,unspecified,,,,,,,,,,female,21
1002_MTI_FEA_XX,crema_d_1002_MTI_FEA_XX,1002_MTI_FEA_XX.wav,crema_d,1002,MTI,FEA,fear,unspecified,,,,,,,,,,female,21
1002_MTI_HAP_XX,crema_d_1002_MTI_HAP_XX,1002_MTI_HAP_XX.wav,crema_d,1002,MTI,HAP,happy,unspecified,,,16000.0,2.6693125,16000.0,3.0,1.3253125,,,female,21
1002_MTI_NEU_XX,crema_d_1002_MTI_NEU_XX,1002_MTI_NEU_XX.wav,crema_d,1002,MTI,NEU,neutral,unspecified,,,16000.0,2.8695,16000.0,3.0,0.0,,,female,21
1002_MTI_SAD_XX,crema_d_1002_MTI_SAD_XX,1002_MTI_SAD_XX.wav,crema_d,1002,MTI,SAD,sad,unspecified,,,,,,,,,,female,21
1002_TAI_ANG_XX,crema_d_1002_TAI_ANG_XX,1002_TAI_ANG_XX.wav,crema_d,1002,TAI,ANG,anger,unspecified,,,16000.0,2.5025,16000.0,3.0,1.3185,,,female,21
1002_TAI_DIS_XX,crema_d_1002_TAI_DIS_XX,1002_TAI_DIS_XX.wav,crema_d,1002,TAI,DIS,disgust,unspecified,,,,,,,,,,female,21
1002_TAI_FEA_XX,crema_d_1002_TAI_FEA_XX,1002_TAI_FEA_XX.wav,crema_d,1002,TAI,FEA,fear,unspecified,,,,,,,,,,female,21
